                RAM(%)  MEM       MEM
04/11/2020T18:30 0.0 769783908 853065728
04/11/2020T18:40 3.1 769987678 853319680
04/11/2020T18:50 6.1 770149432 853540864
04/11/2020T19:00 9.1 771103952 858177536
04/11/2020T19:10 0.0 771384532 853446656
04/11/2020T19:20 3.2 771445230 852668416
04/11/2020T19:30 3.1 771521055 856760320
04/11/2020T19:40 0.0 771591236 857010176
04/11/2020T19:50 3.1 771849595 854708224
04/11/2020T20:00 3.1 771998607 858165248
04/11/2020T20:10 3.1 772197361 857096192
04/11/2020T20:20 3.3 772369068 855199744
04/11/2020T20:30 3.1 772543312 855076864
04/11/2020T20:40 0.0 772647216 856182784
04/11/2020T20:50 0.0 772905425 855781376
04/11/2020T21:00 6.7 773257309 832339968
04/11/2020T21:10 0.0 773400928 833388544
04/11/2020T21:20 3.1 773524306 832360448
04/11/2020T21:30 0.0 773655229 832094208
04/11/2020T21:40 0.0 773782551 832462848
04/11/2020T21:50 3.1 773920870 832020480
04/11/2020T22:00 6.2 774060463 832249856
04/11/2020T22:10 9.4 774235704 833187840
04/11/2020T22:20 3.2 774446383 832663552
04/11/2020T22:30 6.1 774628911 835162112
04/11/2020T22:40 3.1 774785285 833576960
04/11/2020T22:50 0.0 774944134 834015232
04/11/2020T23:00 0.0 775129771 835330048
04/11/2020T23:10 3.0 775284586 834334720
04/11/2020T23:20 0.0 775412203 831787008
04/11/2020T23:30 3.0 775540287 836812800
04/11/2020T23:40 3.2 775723405 837464064
04/11/2020T23:50 3.2 775852882 837345280
05/11/2020T00:00 28.6 775993620 850563072
05/11/2020T00:10 0.0 776152269 841052160
05/11/2020T00:20 3.1 776343469 839368704
05/11/2020T00:30 3.0 776508920 837271552
05/11/2020T00:40 3.1 776652227 837136384
05/11/2020T00:50 6.1 776804592 836231168
05/11/2020T01:00 3.1 776977377 836403200
05/11/2020T01:10 3.2 777171479 835141632
05/11/2020T01:20 3.1 777342575 837410816
05/11/2020T01:30 6.1 777508418 840343552
05/11/2020T01:40 3.2 777637368 842358784
05/11/2020T01:50 0.0 777786811 839016448
05/11/2020T02:00 6.2 777919311 840421376
05/11/2020T02:10 3.2 778060096 842649600
05/11/2020T02:20 3.1 778217112 840560640
05/11/2020T02:30 0.0 778373934 840552448
05/11/2020T02:40 3.0 778493582 844935168
05/11/2020T02:50 0.0 778625396 840224768
05/11/2020T03:00 0.0 778753048 840568832
05/11/2020T03:10 6.2 778892086 839565312
05/11/2020T03:20 3.2 779036153 840712192
05/11/2020T03:30 0.0 779164923 842240000
05/11/2020T03:40 0.0 779312419 843280384
05/11/2020T03:50 3.2 779462675 840773632
05/11/2020T04:00 3.1 779612433 843321344
05/11/2020T04:10 3.0 779800172 847372288
05/11/2020T04:20 6.2 779994878 844480512
05/11/2020T04:30 3.2 780122462 842113024
05/11/2020T04:40 0.0 780285039 843976704
05/11/2020T04:50 3.2 780456777 843530240
05/11/2020T05:00 6.2 780628012 842121216
05/11/2020T05:10 3.1 780807501 844406784
05/11/2020T05:20 6.2 780972169 844009472
05/11/2020T05:30 15.2 781207353 847593472
05/11/2020T05:40 5.9 781304804 845496320
05/11/2020T05:50 0.0 781495248 847163392
05/11/2020T06:00 3.1 781665066 846229504
05/11/2020T06:10 3.0 781788096 856203264
05/11/2020T06:20 3.0 781928981 851120128
05/11/2020T06:30 0.0 782079084 854958080
05/11/2020T06:40 0.0 782269411 850489344
05/11/2020T06:50 0.0 782419490 852819968
05/11/2020T07:00 3.1 782598474 851611648
05/11/2020T07:10 3.0 782783565 851591168
05/11/2020T07:20 0.0 782912415 851537920
05/11/2020T07:30 14.3 783045042 854814720
05/11/2020T07:40 3.1 783264929 853581824
05/11/2020T07:50 0.0 783379230 854200320
05/11/2020T08:00 3.1 783530732 854773760
05/11/2020T08:10 6.2 784217407 852406272
05/11/2020T08:20 0.0 784338512 850509824
05/11/2020T08:30 3.0 784416198 850182144
05/11/2020T08:40 9.1 784533926 849596416
05/11/2020T08:50 0.0 784726920 849850368
05/11/2020T09:00 5.7 784873634 850485248
05/11/2020T09:10 3.2 785061109 850767872
05/11/2020T09:20 3.1 785227085 850833408
05/11/2020T09:30 0.0 785362969 853688320
05/11/2020T09:40 0.0 785568710 853278720
05/11/2020T09:50 6.5 785676317 853794816
05/11/2020T10:00 0.0 786055738 853909504
05/11/2020T10:10 3.1 786865191 852168704
05/11/2020T10:20 3.2 787001104 853151744
05/11/2020T10:30 6.5 787097760 854585344
05/11/2020T10:40 3.1 787318688 856313856
05/11/2020T10:50 3.0 787565121 854020096
05/11/2020T11:00 0.0 787746453 853061632
05/11/2020T11:10 3.0 787893666 854515712
05/11/2020T11:20 6.1 788073028 855764992
05/11/2020T11:30 3.0 788309938 857350144
05/11/2020T11:40 3.1 788504040 856686592
05/11/2020T11:50 3.1 788664880 856113152
05/11/2020T12:00 6.1 788830071 856870912
05/11/2020T12:10 3.2 788930773 861569024
05/11/2020T12:20 6.2 789186730 857186304
05/11/2020T12:30 0.0 789364918 855629824
05/11/2020T12:40 0.0 789498113 856326144
05/11/2020T12:50 3.1 789699679 858386432
05/11/2020T13:00 5.9 789865199 856121344
05/11/2020T13:10 3.1 790093424 855793664
05/11/2020T13:20 3.1 790277700 857141248
05/11/2020T13:30 0.0 790446592 871481344
05/11/2020T13:40 3.1 790718444 864268288
05/11/2020T13:50 3.2 791030446 861925376
05/11/2020T14:00 3.3 791198431 863330304
05/11/2020T14:10 0.0 791367950 863518720
05/11/2020T14:20 3.1 791561683 860340224
05/11/2020T14:30 3.2 791790168 862986240
05/11/2020T14:40 0.0 792013110 863145984
05/11/2020T14:50 9.4 792204532 863776768
05/11/2020T15:00 0.0 792578879 860487680
05/11/2020T15:10 0.0 792889561 863604736
05/11/2020T15:20 0.0 793116671 865280000
05/11/2020T15:30 6.5 793951994 866897920
05/11/2020T15:40 3.1 794476059 866111488
05/11/2020T15:50 6.1 794587455 867377152
05/11/2020T16:00 3.2 794692986 865374208
05/11/2020T16:10 3.2 794783770 864198656
05/11/2020T16:20 16.7 794909481 864051200
05/11/2020T16:30 12.5 795133425 864272384
05/11/2020T16:40 0.0 795405755 864862208
05/11/2020T16:50 3.2 795577244 865538048
05/11/2020T17:00 0.0 795884190 865505280
05/11/2020T17:10 3.0 796101325 865333248
05/11/2020T17:20 0.0 796346312 864882688
05/11/2020T17:30 0.0 796612427 868564992
05/11/2020T17:40 0.0 796795614 866177024
05/11/2020T17:50 3.0 796958638 868802560
05/11/2020T18:00 3.2 797164895 869396480
05/11/2020T18:10 9.1 797460049 869433344
05/11/2020T18:20 39.4 797676356 869818368
05/11/2020T18:30 3.2 797957695 869310464
05/11/2020T18:40 3.1 798155816 869748736
05/11/2020T18:50 0.0 798373215 869744640
05/11/2020T19:00 6.1 798603177 869519360
05/11/2020T19:10 6.2 798800305 869756928
05/11/2020T19:20 0.0 798914959 869535744
05/11/2020T19:30 0.0 799090813 872796160
05/11/2020T19:40 2.9 799259763 872775680
05/11/2020T19:50 3.1 799468700 872628224
05/11/2020T20:00 3.0 799666372 872640512
05/11/2020T20:10 0.0 799889820 873058304
05/11/2020T20:20 3.1 800083307 874762240
05/11/2020T20:30 3.2 800281055 872796160
05/11/2020T20:40 3.1 800477292 872734720
05/11/2020T20:50 0.0 800653620 871669760
05/11/2020T21:00 3.0 800907791 873058304
05/11/2020T21:10 3.2 801087772 875204608
05/11/2020T21:20 21.4 801372622 873263104
05/11/2020T21:30 37.5 801572422 877056000
05/11/2020T21:40 3.2 801758873 876519424
05/11/2020T21:50 3.1 802023015 876281856
05/11/2020T22:00 9.4 802228189 876158976
05/11/2020T22:10 35.5 802497328 874946560
05/11/2020T22:20 3.1 802671388 877133824
05/11/2020T22:30 0.0 802865721 876011520
05/11/2020T22:40 6.1 803082939 874729472
05/11/2020T22:50 3.2 803295055 874774528
05/11/2020T23:00 3.1 803508474 876179456
05/11/2020T23:10 9.7 803700943 876523520
05/11/2020T23:20 0.0 803930012 876466176
05/11/2020T23:30 3.0 804151705 877015040
05/11/2020T23:40 0.0 804404378 878206976
05/11/2020T23:50 0.0 804577831 879120384
06/11/2020T00:00 16.1 804794999 896507904
06/11/2020T00:10 3.2 804920113 878448640
06/11/2020T00:20 3.1 805116422 880222208
06/11/2020T00:30 6.1 805270083 877674496
06/11/2020T00:40 3.1 805410118 879017984
06/11/2020T00:50 6.1 805556489 878972928
06/11/2020T01:00 3.2 805701478 879067136
06/11/2020T01:10 3.1 805857619 879538176
06/11/2020T01:20 3.1 806010816 879542272
06/11/2020T01:30 0.0 806198416 883326976
06/11/2020T01:40 14.3 806322541 886620160
06/11/2020T01:50 21.9 806477335 882962432
06/11/2020T02:00 0.0 806630229 883482624
06/11/2020T02:10 3.1 806748556 882733056
06/11/2020T02:20 6.2 806903043 883982336
06/11/2020T02:30 3.1 807042241 887185408
06/11/2020T02:40 2.9 807165243 882630656
06/11/2020T02:50 3.2 807262308 882614272
06/11/2020T03:00 3.2 807443213 882675712
06/11/2020T03:10 0.0 808494133 881995776
06/11/2020T03:20 0.0 808624629 881901568
06/11/2020T03:30 0.0 809682540 885579776
06/11/2020T03:40 3.1 809839382 885760000
06/11/2020T03:50 0.0 810659843 884736000
06/11/2020T04:00 9.7 810736651 887365632
06/11/2020T04:10 3.2 810836565 886939648
06/11/2020T04:20 3.1 810909748 887836672
06/11/2020T04:30 6.9 811245588 885506048
06/11/2020T04:40 6.1 812552945 918540288
06/11/2020T04:50 0.0 812702277 911736832
06/11/2020T05:00 0.0 812785095 913715200
06/11/2020T05:10 3.1 812890412 913084416
06/11/2020T05:20 3.0 813013686 914362368
06/11/2020T05:30 3.2 813087304 913715200
06/11/2020T05:40 3.3 813234643 916332544
06/11/2020T05:50 3.1 813451801 918380544
06/11/2020T06:00 0.0 813645449 916500480
06/11/2020T06:10 9.4 813853388 924246016
06/11/2020T06:20 3.2 813992281 920645632
06/11/2020T06:30 3.1 814181050 917307392
06/11/2020T06:40 3.2 814325560 893980672
06/11/2020T06:50 0.0 814516492 889184256
06/11/2020T07:00 3.0 814653531 891506688
06/11/2020T07:10 3.1 814909650 891416576
06/11/2020T07:20 3.1 815059302 891527168
06/11/2020T07:30 6.1 815200363 892751872
06/11/2020T07:40 0.0 815438759 894607360
06/11/2020T07:50 5.6 815600737 893071360
06/11/2020T08:00 0.0 815880892 895393792
06/11/2020T08:10 3.2 816150865 894042112
06/11/2020T08:20 3.2 816326758 894369792
06/11/2020T08:30 6.2 816526716 893235200
06/11/2020T08:40 6.1 816729399 893988864
06/11/2020T08:50 3.1 816875539 893702144
06/11/2020T09:00 0.0 816991416 894087168
06/11/2020T09:10 6.2 818223478 893923328
06/11/2020T09:20 3.1 818295419 893403136
06/11/2020T09:30 6.1 818361522 896479232
06/11/2020T09:40 3.1 818450693 894373888
06/11/2020T09:50 3.1 818527224 896139264
06/11/2020T10:00 12.9 818621712 895725568
06/11/2020T10:10 0.0 818828065 894537728
06/11/2020T10:20 0.0 819719574 895057920
06/11/2020T10:30 26.5 820006393 895438848
06/11/2020T10:40 6.2 820081947 895541248
06/11/2020T10:50 3.1 820235280 896221184
06/11/2020T11:00 3.1 820413574 894885888
06/11/2020T11:10 6.1 820674316 899751936
06/11/2020T11:20 6.2 820868894 895303680
06/11/2020T11:30 27.3 821008605 900108288
06/11/2020T11:40 3.0 821298951 898752512
06/11/2020T11:50 9.1 821534006 900059136
06/11/2020T12:00 0.0 821681907 898711552
06/11/2020T12:10 5.9 821881097 900231168
06/11/2020T12:20 3.2 822095570 899313664
06/11/2020T12:30 0.0 822250617 900444160
06/11/2020T12:40 3.0 822418088 900468736
06/11/2020T12:50 6.1 822594681 899211264
06/11/2020T13:00 3.0 822878106 900280320
06/11/2020T13:10 0.0 823090601 901091328
06/11/2020T13:20 0.0 823152166 901066752
06/11/2020T13:30 3.2 823322392 918597632
06/11/2020T13:40 0.0 823538221 905674752
06/11/2020T13:50 27.3 823688749 907870208
06/11/2020T14:00 3.1 823998278 907632640
06/11/2020T14:10 3.1 824154667 907784192
06/11/2020T14:20 3.2 824507406 904744960
06/11/2020T14:30 3.2 824740045 908587008
06/11/2020T14:40 0.0 824864423 906575872
06/11/2020T14:50 0.0 825028172 906911744
06/11/2020T15:00 29.0 825215598 907718656
06/11/2020T15:10 0.0 825461445 907603968
06/11/2020T15:20 3.2 825615848 907489280
06/11/2020T15:30 0.0 825821449 909848576
06/11/2020T15:40 3.2 826139298 910360576
06/11/2020T15:50 0.0 826589175 910241792
06/11/2020T16:00 3.2 826872101 910438400
06/11/2020T16:10 3.2 827085482 911183872
06/11/2020T16:20 3.3 827316697 909242368
06/11/2020T16:30 0.0 827558929 910843904
06/11/2020T16:40 6.1 827737905 910905344
06/11/2020T16:50 3.1 827942610 910344192
06/11/2020T17:00 6.5 828176700 909340672
06/11/2020T17:10 3.1 828378737 911028224
06/11/2020T17:20 6.1 828646233 919232512
06/11/2020T17:30 0.0 828852907 916324352
06/11/2020T17:40 0.0 829142023 918212608
06/11/2020T17:50 6.1 829315863 916221952
06/11/2020T18:00 3.2 829527213 917491712
06/11/2020T18:10 0.0 829839973 917323776
06/11/2020T18:20 0.0 829974470 918441984
06/11/2020T18:30 3.1 830232958 918425600
06/11/2020T18:40 6.1 830481851 917164032
06/11/2020T18:50 3.2 830682489 917479424
06/11/2020T19:00 3.2 830866563 917778432
06/11/2020T19:10 18.8 831119419 917241856
06/11/2020T19:20 3.2 831339592 916004864
